codigo_variavel,nome_semantico,valor,descricao_valor,parte,meses
CAPITAL,mora_na_capital,50,Município de Campo Grande (MS),Parte 1 - Identificação e Controle,"092020,102020,112020"
CAPITAL,mora_na_capital,51,Município de Cuiabá (MT),Parte 1 - Identificação e Controle,"092020,102020,112020"
CAPITAL,mora_na_capital,52,Município de Goiânia (GO),Parte 1 - Identificação e Controle,"092020,102020,112020"
CAPITAL,mora_na_capital,53,Município de Brasília (DF),Parte 1 - Identificação e Controle,"092020,102020,112020"
D0011,recebeu_aposentadoria_pensao,1,Sim,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0011,recebeu_aposentadoria_pensao,2,Não,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0013,valor_aposentadoria_pensao,,Não aplicável,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0021,rendimento_pensao_alimenticia_doacao_mesada_dinheiro_pessoa,1,Sim,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0021,rendimento_pensao_alimenticia_doacao_mesada_dinheiro_pessoa,2,Não,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0023,somatorio_valores_recebidos,,Não aplicável,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0031,recebeu_bolsa_familia,1,Sim,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0031,recebeu_bolsa_familia,2,Não,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0033,valor_bolsa_familia,,Não aplicável,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0041,recebeu_seguro_desemprego,1,Sim,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0041,recebeu_seguro_desemprego,2,Não,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0043,somatorio_valores_recebidos_2,,Não aplicável,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0051,recebeu_auxilio_emergencial,1,Sim,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0051,recebeu_auxilio_emergencial,2,Não,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0053,valor_auxilio_emergencial,,Não aplicável,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0061,seguro_desemprego,1,Sim,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0061,seguro_desemprego,2,Não,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0063,somatorio_valores_recebidos_3,,Não aplicável,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0071,rendimentos_aluguel_arrendamento_previdencia_privada_bolsa,1,Sim,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0071,rendimentos_aluguel_arrendamento_previdencia_privada_bolsa,2,Não,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
D0073,somatorio_valores_recebidos_4,,Não aplicável,Parte D - Rendimento de outras fontes dos moradores de 14 anos ou mais de idade,"092020,102020,112020"
E001,durante_periodo_pandemia_domicilio_solicitou_emprestimo,1,"Sim, e pelo menos um morador conseguiu",Parte E - Empréstimos,"092020,102020,112020"
E001,durante_periodo_pandemia_domicilio_solicitou_emprestimo,2,"Sim, mas nenhum morador conseguiu",Parte E - Empréstimos,"092020,102020,112020"
E001,durante_periodo_pandemia_domicilio_solicitou_emprestimo,3,Não solicitou,Parte E - Empréstimos,"092020,102020,112020"
E0021,emprestimo_adquirido_banco_financeira,,Não aplicável,Parte E - Empréstimos,"092020,102020,112020"
E0021,emprestimo_adquirido_banco_financeira,1,Sim,Parte E - Empréstimos,"092020,102020,112020"
E0021,emprestimo_adquirido_banco_financeira,2,Não,Parte E - Empréstimos,"092020,102020,112020"
E0022,emprestimo_adquirido_parente_amigo,,Não aplicável,Parte E - Empréstimos,"092020,102020,112020"
E0022,emprestimo_adquirido_parente_amigo,1,Sim,Parte E - Empréstimos,"092020,102020,112020"
E0022,emprestimo_adquirido_parente_amigo,2,Não,Parte E - Empréstimos,"092020,102020,112020"
E0023,emprestimo_adquirido_empregados_patrao,,Não aplicável,Parte E - Empréstimos,"092020,102020,112020"
E0023,emprestimo_adquirido_empregados_patrao,1,Sim,Parte E - Empréstimos,"092020,102020,112020"
E0023,emprestimo_adquirido_empregados_patrao,2,Não,Parte E - Empréstimos,"092020,102020,112020"
E0024,emprestimo_adquirido_local_pessoa,,Não aplicável,Parte E - Empréstimos,"092020,102020,112020"
E0024,emprestimo_adquirido_local_pessoa,1,Sim,Parte E - Empréstimos,"092020,102020,112020"
E0024,emprestimo_adquirido_local_pessoa,2,Não,Parte E - Empréstimos,"092020,102020,112020"
F001,domicilio,1,Próprio - já pago,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F001,domicilio,2,Próprio - ainda pagando,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F001,domicilio,3,Alugado,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F001,domicilio,4,Cedido por empregador,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F001,domicilio,5,Cedido por familiar,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F001,domicilio,6,Cedido de outra forma,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F001,domicilio,7,Outra condição,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0021,valor_mensal_aluguel_pago_ter_pago_mes_referencia,,Não aplicável,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0021,valor_mensal_aluguel_pago_ter_pago_mes_referencia,valor em reais,R$,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,,Não aplicável,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,0,1 - 100,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,1,101 - 300,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,2,301 - 600,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,3,601 - 800,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,4,801 - 1.600,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,5,1.601 - 3.000,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,6,3.001 - 10.000,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,7,10.001 - 50.000,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,8,50.001 - 100.000,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,88,Aluguel a vencer,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0022,numero_faixa_aluguel_pago,9,Mais de 100.000,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A1,domicilio_seguintes_itens_basicos_limpeza_protecao_sabao,1,Sim,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A1,domicilio_seguintes_itens_basicos_limpeza_protecao_sabao,2,Não,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A1,domicilio_seguintes_itens_basicos_limpeza_protecao_sabao,3,Não sabe,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A2,domicilio_seguintes_itens_basicos_limpeza_protecao_alcool,1,Sim,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A2,domicilio_seguintes_itens_basicos_limpeza_protecao_alcool,2,Não,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A2,domicilio_seguintes_itens_basicos_limpeza_protecao_alcool,3,Não sabe,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A3,domicilio_seguintes_itens_basicos_limpeza_protecao_mascaras,1,Sim,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A3,domicilio_seguintes_itens_basicos_limpeza_protecao_mascaras,2,Não,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A3,domicilio_seguintes_itens_basicos_limpeza_protecao_mascaras,3,Não sabe,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A4,domicilio_seguintes_itens_basicos_limpeza_protecao_luvas,1,Sim,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A4,domicilio_seguintes_itens_basicos_limpeza_protecao_luvas,2,Não,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A4,domicilio_seguintes_itens_basicos_limpeza_protecao_luvas,3,Não sabe,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A5,domicilio_seguintes_itens_basicos_limpeza_protecao_agua,1,Sim,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A5,domicilio_seguintes_itens_basicos_limpeza_protecao_agua,2,Não,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F002A5,domicilio_seguintes_itens_basicos_limpeza_protecao_agua,3,Não sabe,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F006,numero_ordem_morador_prestou_informacoes,,Não aplicado,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F006,numero_ordem_morador_prestou_informacoes,1 a 30,Número de ordem do morador,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0061,quem_respondeu_questionario,1,Pessoa moradora,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0061,quem_respondeu_questionario,2,Pessoa não moradora,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
F0061,quem_respondeu_questionario,9,Ignorado,Parte Suplementar 01 - Características da habitação,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,13,Região Metropolitana de Manaus (AM),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,15,Região Metropolitana de Belém (PA),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,16,Região Metropolitana de Macapá (AP),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,21,Região Metropolitana de Grande São Luís (MA),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,22,Região Administrativa Integrada de Desenvolvimento da Grande Teresina (PI),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,23,Região Metropolitana de Fortaleza (CE),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,24,Região Metropolitana de Natal (RN),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,25,Região Metropolitana de João Pessoa (PB),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,26,Região Metropolitana de Recife (PE),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,27,Região Metropolitana de Maceió (AL),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,28,Região Metropolitana de Aracaju (SE),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,29,Região Metropolitana de Salvador (BA),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,31,Região Metropolitana de Belo Horizonte (MG),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,32,Região Metropolitana de Grande Vitória (ES),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,33,Região Metropolitana de Rio de Janeiro (RJ),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,35,Região Metropolitana de São Paulo (SP),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,41,Região Metropolitana de Curitiba (PR),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,42,Região Metropolitana de Florianópolis (SC),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,43,Região Metropolitana de Porto Alegre (RS),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,51,Região Metropolitana de Vale do Rio Cuiabá (MT),Parte 1 - Identificação e Controle,"092020,102020,112020"
RM_RIDE,mora_em_regiao_metropolitana,52,Região Metropolitana de Goiânia (GO),Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,11,Rondônia,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,12,Acre,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,13,Amazonas,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,14,Roraima,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,15,Pará,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,16,Amapá,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,17,Tocantins,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,21,Maranhão,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,22,Piauí,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,23,Ceará,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,24,Rio Grande do Norte,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,25,Paraíba,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,26,Pernambuco,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,27,Alagoas,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,28,Sergipe,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,29,Bahia,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,31,Minas Gerais,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,32,Espírito Santo,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,33,Rio de Janeiro,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,35,São Paulo,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,41,Paraná,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,42,Santa Catarina,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,43,Rio Grande do Sul,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,50,Mato Grosso do Sul,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,51,Mato Grosso,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,52,Goiás,Parte 1 - Identificação e Controle,"092020,102020,112020"
UF,uf,53,Distrito Federal,Parte 1 - Identificação e Controle,"092020,102020,112020"
V1008,id_domicilio,01 a 14,Número do domicílio,Parte 1 - Identificação e Controle,"092020,102020,112020"
V1013,mes_entrevista,01 a 12,Mês da pesquisa (janeiro a dezembro),Parte 1 - Identificação e Controle,"092020,102020,112020"
V1016,num_entrevista,1 a 99,Número da entrevista,Parte 1 - Identificação e Controle,"092020,102020,112020"
V1022,situacao_domicilio,1,Urbana,Parte 1 - Identificação e Controle,"092020,102020,112020"
V1022,situacao_domicilio,2,Rural,Parte 1 - Identificação e Controle,"092020,102020,112020"
V1023,tipo_area,1,Capital,Parte 1 - Identificação e Controle,"092020,102020,112020"
V1023,tipo_area,2,"Resto da RM (Região Metropolitana, excluindo a capital)",Parte 1 - Identificação e Controle,"092020,102020,112020"
V1023,tipo_area,3,"Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",Parte 1 - Identificação e Controle,"092020,102020,112020"
V1023,tipo_area,4,"Resto da UF (Unidade da Federação, excluindo a região metropolitana e a RIDE)",Parte 1 - Identificação e Controle,"092020,102020,112020"
V1030,projecao_populacao,,Projeção da população do mês (referência: dia 15 do mês de referência da coleta),Parte 1 - Identificação e Controle,"092020,102020,112020"
V1031,peso_domicilio_pessoas,6 dígitos e 8 casas decimais,Peso mensal com correção de não entrevista sem pós estratificação pela projeção de população,Parte 1 - Identificação e Controle,"092020,102020,112020"
V1032,peso_amostral,6 dígitos e 8 casas decimais,Peso mensal com correção de não entrevista com pós estratificação pela projeção de população,Parte 1 - Identificação e Controle,"092020,102020,112020"
posest,pos_estrato,,"As 2 primeiras posições representam o código da Unidade da Federação, a terceira, o sexo do morador e a última, a faixa etária do morador. UF(2) + A003(1) + Faixa Etária com base na A002(1)",Parte 1 - Identificação e Controle,"092020,102020,112020"
